razon_social,objeto_social,cif,forma_juridica,actividad,actividad_cnae,sector,estado_empresa,fecha_constitucion,fecha_ultimo_cambio,direccion,telefono,web,email,url
Gomez & Gomez Soluciones Electricas Sociedad Limitada.,Objeto socialLa sociedad tendrá por objeto las instalaciones eléctricas en general. el cnae de la actividad principal es el 4321. las actividades integrantes del objeto social se realizarán por medio de profesionales que ostenten la titulación requerida cuando así sea preciso. las actividades integrantes del obj,CIFB21632385,Forma jurídicaSociedad limitada,"ActividadInstalaciones eléctricas en general. Instalaciones de redes telegráficas, telefónicas, telefonía sin hilos y televisión.",Actividad CNAE4321 - Instalaciones eléctricas,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución7-4-2025,,"Poligono 3, 174, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/GOMEZ-SOLUCIONES-ELECTRICAS.html
Albert Mc Obras Y Contratas Sociedad De Responsabilidad Limitada.,"Objeto socialLa construcción completa, reparación y conservación de edificaciones; la construcción completa, reparación y conservación de obras civiles; la rehabilitación de fachadas, la albañilería, las instalaciones eléctricas; las demoliciones y derribos; las instalaciones de fontanería y de sistemas de calef",CIFB21713334,Forma jurídicaSociedad limitada,ActividadConstrucción de edificios residenciales,Actividad CNAE4121 - Construcción de edificios residenciales,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución11-4-2025,Fecha último cambio20-4-2025,"Calle pintor segrelles, 3, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/ALBERT-MC-OBRAS-CONTRATAS.html
,,,,,,,,,,,015100444012100001200019310067280101500000000011059130246500000000000000000000000000000001105913024650000000000000000000000002512700108112441030125525525511012915212552552551012915251111010000000000410050500000411025411025205416158210041615821007707701110000100180180125102525416158225999911112001235237235100124624624420012352372359001510612412552552554161537575411102525164425537575411025615161921416812144182121281281281212966004040282811132161670050060050011741761747001107109107900147474750012551518280010119140042484747472404248000000000000950114090022220047000081988000185100161676730301280009004007001107109107100006666700124410306403757681250350350000010251236150061524666151500128128128102410050050000410000001214470012800010251231255255255768,,,https://empresite.eleconomista.es/COMERCIAL-QUIMICA-MUNOZ.html
Señavias 2025 Sl.,"la colocación, reparación y mantenimiento de toda clase de señales verticales y horizontales en carretera. con cnae 4399, siendo esta la actividad principal. quedan excluidas todas aquellas actividades para cuyo ejercicio la ley exija requisitos especiales que no quede",CIFB21656376,Forma jurídicaSociedad limitada unipersonal,"ActividadOtras const, especializadas",Actividad CNAE4399 - Otras actividades de construcción especializada n.c.o.p.,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución2-4-2025,,"Calle matilde salvador, 9 - 5 22, picassent, 46220, valencia",952246220,,,https://empresite.eleconomista.es/SENAVIAS-2025.html
Galaxy Gym Sl.,Objeto socialLas actividades de los gimnasios (cnae 9313). otras actividades deportivas (cnae 9319). actividades de los parques de atracciones y los parques temáticos (cnae 9321) - otras actividades recreativas y de entretenimiento (cnae 9329). revestimiento de suelos y paredes (cnae 4333). - pintura y acristala,CIFB21662234,Forma jurídicaSociedad limitada unipersonal,Actividades de los gimnasios,Actividad CNAE9313 - Actividades de los gimnasios,SectorOtros servicios,Estado de la empresaViva,Fecha de constitución3-4-2025,,"Plaza l'abadia, 15, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/GALAXY-GYM.html
Metalmad Vlc Sociedad Limitada.,actividad principal: 25.12 / fabricación de puertas y ventanas de metal. otras actividades: 74.13,CIFB22465751,Forma jurídicaSociedad limitada,ActividadCarpintería metálica,Actividad CNAE2512 - Fabricación de carpintería metálica,SectorIndustria,Estado de la empresaViva,Fecha de constitución28-5-2025,,"Calle salvador giner, 29 - bj, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/METALMAD-VLC.html
Solve Recycling Leonardo Sociedad Limitada.,cnae 20.59. fabricación de otros productos químicos n.c.o.p. quedan excluidas todas aquellas activid,CIFB21992318,Forma jurídicaSociedad limitada,ActividadFabricación de otros productos químicos,Actividad CNAE2059 - Fabricación de otros productos químicos n.c.o.p.,SectorIndustria,Estado de la empresaViva,Fecha de constitución4-6-2025,,"Calle 6 (poligono industrial picassent), s/n - 49 a, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/SOLVE-RECYCLING-LEONARDO.html
Asesoria - Gestoria Bonavista 2025 Sociedad Limitada.,Objeto socialLos servicios de consultoría a las empresas,CIFB21955943,Forma jurídicaSociedad limitada,"70.20. Otras actividades de consultoría de gestión empresarial. Otras actividades: 88.12. Actividades de servicios sociales sin alojamiento para personas con discapacidad, 46.47. Comercio al por mayor de muebles para el hogar, oficinas y establecimientos comerciales, alfombras y",Actividad CNAE7022 - Otras actividades de consultoría de gestión empresarial,SectorServicios empresariales,Estado de la empresaViva,Fecha de constitución4-6-2025,,"Calle bonavista, 36, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/ASESORIA-GESTORIA-BONAVISTA-2025.html
Tb Citricos Cb,Objeto socialExplotación agrícola de cítricos.,CIFE98753544,Forma jurídicaComunidad de bienes,Actividades agrarias.,Actividad CNAE0123 - Cultivo de cítricos,SectorAgricultura,Estado de la empresaViva,Fecha de constitución1-7-2015,,"Calle jaume i, 2, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/TB-CITRICOS.html
Pirosa C.b.,,CIFE98536048,Forma jurídicaComunidad de bienes,- Pintura y acristalamiento (CNAE 43.34). Actividades secundarias: Revestimiento de suelos y paredes (CNAE 43.33); Otro acabado de edificio (CNAE 43.35),Actividad CNAE4334 - Pintura y acristalamiento,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución1-1-2013,,"compositor alberto muñoz, 4 - 3 11, picassent, 46220, valencia",431146220,,,https://empresite.eleconomista.es/PIROSA.html
Macri Habitatges C.b.,,CIFE98528755,Forma jurídicaComunidad de bienes,"ActividadIntermediarios del comercio de materias primas agrícolas, ganado","Actividad CNAE4611 - Intermediarios del comercio de materias primas agrarias, animales vivos, materias primas textiles y productos semielaborados",SectorComercio,Estado de la empresaViva,Fecha de constitución1-1-2013,,"Calle bonavista, 43 - bj, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/MACRI-HABITATGES.html
Naturorange C.b.,Objeto socialVenta al mayor de naranjas.,CIFE98507924,Forma jurídicaComunidad de bienes,"46.31 / Comercio al por mayor de frutas y verduras. Actividades adicionales: 10.39 / Otro procesado y conservación de frutas y hortalizas. Si alguna de las actividades elegidas fuere de carácter profesional, la sociedad la ejercerá como mera intermediadora entre el profesional p.",Actividad CNAE4631 - Comercio al por mayor de frutas y hortalizas,SectorComercio,Estado de la empresaInactiva según nuestras fuentes,Fecha de constitución1-1-2013,,"Calle calvari, 21 - piso 1ºd, picassent, 46220, valencia",,,info@naturorange.com,https://empresite.eleconomista.es/NATURORANGE.html
El Terrat C.b.,,CIFE98551872,Forma jurídicaComunidad de bienes,ACTIVIDADES RELACIONADAS CON LA HOSTELERIA Y RESTAURACION Y COMERCIO AL POR MENOR,Actividad CNAE5630 - Establecimientos de bebidas,SectorHostelería,Estado de la empresaPosiblemente inactiva,Fecha de constitución1-1-2013,,"Avenida blasco ibañez, 15, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/TERRAT.html
Pans Y Cafe C.b.,,CIFE98587421,Forma jurídicaComunidad de bienes,ACTIVIDADES RELACIONADAS CON LA HOSTELERIA Y RESTAURACION Y COMERCIO AL POR MENOR,Actividad CNAE5630 - Establecimientos de bebidas,SectorHostelería,Estado de la empresaPosiblemente inactiva,Fecha de constitución1-1-2013,,"Calle mestre ramirez, 2 - bj dh, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/PANS-CAFE.html
Bon Gust C.b.,,CIFE98592884,Forma jurídicaComunidad de bienes,"comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos especializados, cuyo código CNAE es 4724. Otras actividades servicios de catering, con el servicio de provisión de comidas preparadas para eventos","Actividad CNAE4724 - Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos especializados",SectorComercio,Estado de la empresaPosiblemente inactiva,Fecha de constitución1-1-2013,,"Calle el palleter, 6 - i3, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/BON-GUST-VALENCIA-SJXP.html
Mi Niña Lola C.b.,,CIFE98765241,Forma jurídicaComunidad de bienes,(CNAE 4771). VENTA AL POR MENOR DE VESTIDO Y TOCADO,Actividad CNAE4771 - Comercio al por menor de prendas de vestir en establecimientos especializados,SectorComercio,Estado de la empresaViva,Fecha de constitución1-10-2015,,"Calle jaume i, 37 - 2 plta, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/MI-NINA-LOLA.html
Aimon C.b.,,CIFE98798366,Forma jurídicaComunidad de bienes,ActividadReparación artículos eléctricos para el hogar,Actividad CNAE9522 - Reparación de aparatos electrodomésticos y de equipos para el hogar y el jardín,SectorOtros servicios,Estado de la empresaViva,Fecha de constitución1-1-2016,,"Calle sant joan de ribera, 8, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/AIMON.html
Innova Laser C.b.,,CIFE98804313,Forma jurídicaComunidad de bienes,ActividadSalones e institutos de belleza,Actividad CNAE9602 - Peluquería y otros tratamientos de belleza,SectorOtros servicios,Estado de la empresaViva,Fecha de constitución1-1-2016,,"Calle el palleter, 16 - 3 5, picassent, 46220, valencia",163546220,,,https://empresite.eleconomista.es/INNOVA-LASER.html
Bardo Coffe & Food C.b.,,CIFE98825094,Forma jurídicaComunidad de bienes,"1. Gestión y explotación de la actividad de restauración, gastronomía y cocina en restaurantes, cafeterías, Kioscos, heladerías. Su Código Nacional de Actividades Económicas (CNAE) es 5610. Otras Actividades: 2. Actividades de desarrollo en la promoción y la gestión de hotele",Actividad CNAE5610 - Restaurantes y puestos de comidas,SectorHostelería,Estado de la empresaViva,Fecha de constitución1-1-2016,,"Calle mestre ramirez, 2 - bj dch, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/BARDO-COFFE-FOOD.html
Construcciones Y Reformas Carpe C.b.,,CIFE98791726,Forma jurídicaComunidad de bienes,"Actividadconstrucción completa, reparacion, conservacion de edificaciones",Actividad CNAE4121 - Construcción de edificios residenciales,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución1-1-2016,,"Avenida de l'om, 8 - 4 8, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/CONSTRUCCIONES-REFORMAS-CARPE-VALENCIA-OCFS.html
Mugoelec C.b.,,CIFE98792013,Forma jurídicaComunidad de bienes,"ActividadInstalaciones eléctricas en general. Instalaciones de redes telegráficas, telefónicas, telefonía sin hilos y televisión.",Actividad CNAE4321 - Instalaciones eléctricas,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución1-1-2016,,"Avenida cristofor aguado i medina, 2, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/MUGOELEC.html
Perfums Arcar C.b.,,CIFE98793433,Forma jurídicaComunidad de bienes,"ActividadComercio al por menor de productos de droguería, perfumería, cosmética, limpieza, pintura, barnices, disolventes, papeles",Actividad CNAE4775 - Comercio al por menor de productos cosméticos e higiénicos en establecimientos especializados,SectorComercio,Estado de la empresaViva,Fecha de constitución1-1-2016,,"bulev joan peset, 14, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/PERFUMS-ARCAR-VALENCIA.html
Transacciones Musicales C.b.,,CIFE98374259,Forma jurídicaComunidad de bienes,ACTIVIDADES PROPIAS DE UNA GALERIA DE ARTE Y EL COMERCIO DE OBRAS DE ARTE Y DE MUEBLES DE TODOS LOS ESTILOS.,"Actividad CNAE4759 - Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados",SectorComercio,Estado de la empresaViva,Fecha de constitución1-1-2011,,"Avenida cristofor aguado i medina, 29 - 7, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/TRANSACCIONES-MUSICALES.html
Mas Que Belleza C.b.,,CIFE98389901,Forma jurídicaComunidad de bienes,ActividadSalones e institutos de belleza,Actividad CNAE9602 - Peluquería y otros tratamientos de belleza,SectorOtros servicios,Estado de la empresaViva,Fecha de constitución1-1-2011,,"Calle cami realon, 16, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/MAS-QUE-BELLEZA.html
Acciona T. C.b.,,CIFE98371545,Forma jurídicaComunidad de bienes,ActividadEnseñanza de formación y perfeccionamiento profesional y educación no superior,Actividad CNAE8532 - Educación secundaria técnica y profesional,SectorEducación,Estado de la empresaViva,Fecha de constitución1-1-2011,,"Calle cervantes, 58, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/ACCIONA-T.html
